BlockID,YEAR,Violent_Crime,Property_Crime
44,2016,0,0
44,2017,0,0
44,2018,0,0
44,2019,0,0
44,2020,0,0
44,2021,0,0
44,2022,0,0
44,2023,0,0
44,2024,0,0
45,2015,0,0
45,2016,0,5
45,2017,0,1
45,2018,0,0
45,2019,0,0
45,2020,0,0
45,2021,0,0
45,2022,0,1
45,2023,0,0
45,2024,0,1
46,2015,1,1
46,2016,4,3
46,2017,1,2
46,2018,1,3
46,2019,1,4
46,2020,0,1
46,2021,1,10
46,2022,0,5
46,2023,3,8
46,2024,1,8
47,2015,0,0
47,2016,0,0
47,2017,0,0
47,2018,0,0
47,2019,0,0
47,2020,0,0
47,2021,0,0
47,2022,0,0
47,2023,0,0
47,2024,0,0
48,2015,0,0
48,2016,0,0
48,2017,0,0
48,2018,0,0
48,2019,0,0
48,2020,0,0
48,2021,0,0
48,2022,0,0
48,2023,0,0
48,2024,0,0
49,2015,0,0
49,2016,0,0
49,2017,0,0
49,2018,0,0
49,2019,0,0
49,2020,0,0
49,2021,0,0
49,2022,0,0
49,2023,0,0
49,2024,0,0
50,2015,0,2
50,2016,0,0
50,2017,0,0
50,2018,0,0
50,2019,0,0
50,2020,0,0
50,2021,0,0
50,2022,0,0
50,2023,0,0
50,2024,0,0
51,2015,0,0
51,2016,0,1
51,2017,0,1
51,2018,1,5
51,2019,1,5
51,2020,0,1
51,2021,0,1
51,2022,0,1
51,2023,2,2
51,2024,0,0
52,2015,0,0
52,2016,0,0
52,2017,0,0
52,2018,0,0
52,2019,0,0
52,2020,0,0
52,2021,0,0
52,2022,0,0
52,2023,0,0
52,2024,0,0
53,2015,0,0
53,2016,0,0
53,2017,0,0
53,2018,0,0
53,2019,0,0
53,2020,0,0
53,2021,0,0
53,2022,0,0
53,2023,0,0
53,2024,0,0
54,2015,0,0
54,2016,0,0
54,2017,0,0
54,2018,0,0
54,2019,0,0
54,2020,0,0
54,2021,0,0
54,2022,0,0
54,2023,0,0
54,2024,0,0
55,2015,0,0
55,2016,0,0
55,2017,0,0
55,2018,0,0
55,2019,0,0
55,2020,0,0
55,2021,0,0
55,2022,0,0
55,2023,0,0
55,2024,0,0
56,2015,0,0
56,2016,0,0
56,2017,0,0
56,2018,0,0
56,2019,0,0
56,2020,0,0
56,2021,0,0
56,2022,0,0
56,2023,0,0
56,2024,0,0
57,2015,0,5
57,2016,0,0
57,2017,0,2
57,2018,1,3
57,2019,1,3
57,2020,0,2
57,2021,0,3
57,2022,0,1
57,2023,1,0
57,2024,0,0
58,2015,0,0
58,2016,0,0
58,2017,0,0
58,2018,0,0
58,2019,0,0
58,2020,0,0
58,2021,0,0
58,2022,0,0
58,2023,0,0
58,2024,1,0
59,2015,2,7
59,2016,0,10
59,2017,2,16
59,2018,4,16
59,2019,1,11
59,2020,0,3
59,2021,0,1
59,2022,1,2
59,2023,1,0
59,2024,0,0
60,2015,0,0
60,2016,0,6
60,2017,0,11
60,2018,2,3
60,2019,0,3
60,2020,1,17
60,2021,2,9
60,2022,1,8
60,2023,0,11
60,2024,4,7
61,2015,0,2
61,2016,0,2
61,2017,0,8
61,2018,0,5
61,2019,2,4
61,2020,0,6
61,2021,1,2
61,2022,1,1
61,2023,0,3
61,2024,0,2
62,2015,1,10
62,2016,2,5
62,2017,0,7
62,2018,3,9
62,2019,1,11
62,2020,2,5
62,2021,1,5
62,2022,2,2
62,2023,1,3
62,2024,0,4
63,2015,0,0
63,2016,0,1
63,2017,0,2
63,2018,0,2
63,2019,0,0
63,2020,0,1
63,2021,0,0
63,2022,0,3
63,2023,1,1
63,2024,0,1
64,2015,0,3
64,2016,0,1
64,2017,0,2
64,2018,0,1
64,2019,1,2
64,2020,0,1
64,2021,0,1
64,2022,0,3
64,2023,0,1
64,2024,0,2
65,2015,0,1
65,2016,0,2
65,2017,0,1
65,2018,0,0
65,2019,1,2
65,2020,0,1
65,2021,0,1
65,2022,0,0
65,2023,0,1
65,2024,1,0
66,2015,0,0
66,2016,0,0
66,2017,0,0
66,2018,0,0
66,2019,0,0
66,2020,0,0
66,2021,0,0
66,2022,0,0
66,2023,0,0
66,2024,0,0
67,2015,0,0
67,2016,0,1
67,2017,0,0
67,2018,0,0
67,2019,0,0
67,2020,0,0
67,2021,0,1
67,2022,0,0
67,2023,0,0
67,2024,0,0
68,2015,0,0
68,2016,0,0
68,2017,0,0
68,2018,0,0
68,2019,0,0
68,2020,0,0
68,2021,0,0
68,2022,0,0
68,2023,0,0
68,2024,0,0
69,2015,0,0
69,2016,0,0
69,2017,0,0
69,2018,0,0
69,2019,0,0
69,2020,0,0
69,2021,0,0
69,2022,0,0
69,2023,0,0
69,2024,0,0
70,2015,0,0
70,2016,0,1
70,2017,0,0
70,2018,0,0
70,2019,0,0
70,2020,0,0
70,2021,0,0
70,2022,0,0
70,2023,0,0
70,2024,0,0
71,2015,0,0
71,2016,0,0
71,2017,0,0
71,2018,0,0
71,2019,0,0
71,2020,0,0
71,2021,0,0
71,2022,0,0
71,2023,0,0
71,2024,0,0
72,2015,0,0
72,2016,0,0
72,2017,0,0
72,2018,0,0
72,2019,0,0
72,2020,0,0
72,2021,0,0
72,2022,0,0
72,2023,0,0
72,2024,0,0
73,2015,0,0
73,2016,0,0
73,2017,0,1
73,2018,0,0
73,2019,0,1
73,2020,0,0
73,2021,0,0
73,2022,0,0
73,2023,0,0
73,2024,0,1
74,2015,0,0
74,2016,0,1
74,2017,0,0
74,2018,0,1
74,2019,0,0
74,2020,0,1
74,2021,0,3
74,2022,0,0
74,2023,0,1
74,2024,0,0
75,2015,0,0
75,2016,1,0
75,2017,0,0
75,2018,0,0
75,2019,0,1
75,2020,0,1
75,2021,0,0
75,2022,0,0
75,2023,0,0
75,2024,0,0
76,2015,0,1
76,2016,0,1
76,2017,0,0
76,2018,0,0
76,2019,0,0
76,2020,0,0
76,2021,0,1
76,2022,0,0
76,2023,0,0
76,2024,0,0
77,2015,0,3
77,2016,0,6
77,2017,0,4
77,2018,0,2
77,2019,0,2
77,2020,0,0
77,2021,0,1
77,2022,0,1
77,2023,0,2
77,2024,0,0
78,2015,0,0
78,2016,0,0
78,2017,0,3
78,2018,0,4
78,2019,0,0
78,2020,0,0
78,2021,0,0
78,2022,0,0
78,2023,0,0
78,2024,0,0
79,2015,0,1
79,2016,0,0
79,2017,0,0
79,2018,1,1
79,2019,0,1
79,2020,0,0
79,2021,0,0
79,2022,0,0
79,2023,0,0
79,2024,0,0
80,2015,0,0
80,2016,0,0
80,2017,0,1
80,2018,0,1
80,2019,0,0
80,2020,0,0
80,2021,0,0
80,2022,0,0
80,2023,0,0
80,2024,0,0
81,2015,0,0
81,2016,0,2
81,2017,0,5
81,2018,0,1
81,2019,0,0
81,2020,0,1
81,2021,0,1
81,2022,0,0
81,2023,0,1
81,2024,0,0
82,2015,0,1
82,2016,0,1
82,2017,0,1
82,2018,0,2
82,2019,0,1
82,2020,0,0
82,2021,0,0
82,2022,0,0
82,2023,1,1
82,2024,0,0
83,2015,0,2
83,2016,0,2
83,2017,0,2
83,2018,0,8
83,2019,0,2
83,2020,0,6
83,2021,0,3
83,2022,0,0
83,2023,0,0
83,2024,0,0
84,2015,0,0
84,2016,0,3
84,2017,0,2
84,2018,1,1
84,2019,0,1
84,2020,0,0
84,2021,0,2
84,2022,0,0
84,2023,0,0
84,2024,0,0
85,2015,0,0
85,2016,0,0
85,2017,0,1
85,2018,0,2
85,2019,0,1
85,2020,0,2
85,2021,0,3
85,2022,0,0
85,2023,0,2
85,2024,0,1
86,2015,0,1
86,2016,0,4
86,2017,0,0
86,2018,0,0
86,2019,0,4
86,2020,0,0
86,2021,1,3
86,2022,0,0
86,2023,0,3
86,2024,0,0
87,2015,0,1
87,2016,0,4
87,2017,2,2
87,2018,0,5
87,2019,0,4
87,2020,0,0
87,2021,0,0
87,2022,0,1
87,2023,0,1
87,2024,0,0
88,2015,0,1
88,2016,0,0
88,2017,0,1
88,2018,0,1
88,2019,1,0
88,2020,0,1
88,2021,0,0
88,2022,0,0
88,2023,0,1
88,2024,0,0
89,2015,0,5
89,2016,0,16
89,2017,0,3
89,2018,3,4
89,2019,0,0
89,2020,0,0
89,2021,0,0
89,2022,0,1
89,2023,1,1
89,2024,0,0
90,2015,0,0
90,2016,0,0
90,2017,0,0
90,2018,0,1
90,2019,0,0
90,2020,0,0
90,2021,0,0
90,2022,0,0
90,2023,0,0
90,2024,0,0
91,2015,0,2
91,2016,0,4
91,2017,0,1
91,2018,0,2
91,2019,0,0
91,2020,0,3
91,2021,1,1
91,2022,0,0
91,2023,0,0
91,2024,0,1
92,2015,1,1
92,2016,1,4
92,2017,0,2
92,2018,1,5
92,2019,1,1
92,2020,0,3
92,2021,0,1
92,2022,1,3
92,2023,2,0
92,2024,2,3
93,2015,0,2
93,2016,0,0
93,2017,0,0
93,2018,0,1
93,2019,0,0
93,2020,0,0
93,2021,0,0
93,2022,0,1
93,2023,0,0
93,2024,0,0
94,2015,0,0
94,2016,0,1
94,2017,0,0
94,2018,0,0
94,2019,0,0
94,2020,0,0
94,2021,0,0
94,2022,0,1
94,2023,0,0
94,2024,0,0
95,2015,0,1
95,2016,0,0
95,2017,0,0
95,2018,0,0
95,2019,0,0
95,2020,0,1
95,2021,0,0
95,2022,0,0
95,2023,0,1
95,2024,0,0
96,2015,0,1
96,2016,0,1
96,2017,0,0
96,2018,0,0
96,2019,0,1
96,2020,0,0
96,2021,0,0
96,2022,0,0
96,2023,0,1
96,2024,0,0
97,2015,0,0
97,2016,0,5
97,2017,0,4
97,2018,0,1
97,2019,0,5
97,2020,0,1
97,2021,1,0
97,2022,0,0
97,2023,0,0
97,2024,0,0
98,2015,0,0
98,2016,0,1
98,2017,0,2
98,2018,0,1
98,2019,0,0
98,2020,0,0
98,2021,0,0
98,2022,0,0
98,2023,0,0
98,2024,0,0
99,2015,0,3
99,2016,0,5
99,2017,0,1
99,2018,0,0
99,2019,0,0
99,2020,0,2
99,2021,0,1
99,2022,0,0
99,2023,0,0
99,2024,0,0
100,2015,0,0
100,2016,0,0
100,2017,0,0
100,2018,0,1
100,2019,0,0
100,2020,0,4
100,2021,0,3
100,2022,0,1
100,2023,0,0
100,2024,0,0
101,2015,0,0
101,2016,0,2
101,2017,0,0
101,2018,0,0
101,2019,0,0
101,2020,0,0
101,2021,0,0
101,2022,0,0
101,2023,0,1
101,2024,0,0
102,2015,0,0
102,2016,0,0
102,2017,0,0
102,2018,0,0
102,2019,0,0
102,2020,0,0
102,2021,0,0
102,2022,0,0
102,2023,0,0
102,2024,0,0
103,2015,0,0
103,2016,0,2
103,2017,0,1
103,2018,0,0
103,2019,0,0
103,2020,0,0
103,2021,0,0
103,2022,0,0
103,2023,0,0
103,2024,1,0
104,2015,0,1
104,2016,0,2
104,2017,0,1
104,2018,0,4
104,2019,0,2
104,2020,0,3
104,2021,0,7
104,2022,0,0
104,2023,0,0
104,2024,0,0
105,2015,0,0
105,2016,0,1
105,2017,0,1
105,2018,0,4
105,2019,0,0
105,2020,0,1
105,2021,0,1
105,2022,0,0
105,2023,0,0
105,2024,0,1
106,2015,0,1
106,2016,0,0
106,2017,0,0
106,2018,0,2
106,2019,0,0
106,2020,0,2
106,2021,0,0
106,2022,0,0
106,2023,0,1
106,2024,0,1
107,2015,0,0
107,2016,0,0
107,2017,0,1
107,2018,0,2
107,2019,0,1
107,2020,0,3
107,2021,0,0
107,2022,0,1
107,2023,0,1
107,2024,0,1
108,2015,2,11
108,2016,8,22
108,2017,2,5
108,2018,5,5
108,2019,6,14
108,2020,6,32
108,2021,1,59
108,2022,0,21
108,2023,5,17
108,2024,2,6
109,2015,0,3
109,2016,2,3
109,2017,0,6
109,2018,0,8
109,2019,1,1
109,2020,1,2
109,2021,0,2
109,2022,0,2
109,2023,0,0
109,2024,0,1
110,2015,0,0
110,2016,0,6
110,2017,0,1
110,2018,0,1
110,2019,0,1
110,2020,0,1
110,2021,0,0
110,2022,0,0
110,2023,0,0
110,2024,1,0
111,2015,0,1
111,2016,0,1
111,2017,0,0
111,2018,0,0
111,2019,0,1
111,2020,0,1
111,2021,1,0
111,2022,0,1
111,2023,0,1
111,2024,0,0
112,2015,0,3
112,2016,0,5
112,2017,1,4
112,2018,1,7
112,2019,0,4
112,2020,0,2
112,2021,0,3
112,2022,0,0
112,2023,0,1
112,2024,0,2
113,2015,0,0
113,2016,0,0
113,2017,0,5
113,2018,0,2
113,2019,0,1
113,2020,0,0
113,2021,0,1
113,2022,0,0
113,2023,0,1
113,2024,0,0
114,2015,0,1
114,2016,0,5
114,2017,0,2
114,2018,1,2
114,2019,1,5
114,2020,1,3
114,2021,0,3
114,2022,0,1
114,2023,0,1
114,2024,0,0
115,2015,0,0
115,2016,0,0
115,2017,0,0
115,2018,0,1
115,2019,0,1
115,2020,0,0
115,2021,0,0
115,2022,1,1
115,2023,0,0
115,2024,0,0
116,2015,0,0
116,2016,0,1
116,2017,0,1
116,2018,0,2
116,2019,0,0
116,2020,0,1
116,2021,0,1
116,2022,0,0
116,2023,0,0
116,2024,0,1
117,2015,0,0
117,2016,0,3
117,2017,0,0
117,2018,0,1
117,2019,0,0
117,2020,0,1
117,2021,0,0
117,2022,0,1
117,2023,0,1
117,2024,0,0
118,2015,0,0
118,2016,0,0
118,2017,0,0
118,2018,0,0
118,2019,0,0
118,2020,0,0
118,2021,0,0
118,2022,0,0
118,2023,0,0
118,2024,0,0
119,2015,0,0
119,2016,0,0
119,2017,0,0
119,2018,0,0
119,2019,0,0
119,2020,0,1
119,2021,0,0
119,2022,0,0
119,2023,0,1
119,2024,0,0
120,2015,0,0
120,2016,0,0
120,2017,0,0
120,2018,0,0
120,2019,0,0
120,2020,0,0
120,2021,0,0
120,2022,0,0
120,2023,0,0
120,2024,0,0
121,2015,0,0
121,2016,0,0
121,2017,0,0
121,2018,0,0
121,2019,0,0
121,2020,0,0
121,2021,0,0
121,2022,0,0
121,2023,0,0
121,2024,0,0
122,2015,0,0
122,2016,0,0
122,2017,0,0
122,2018,0,0
122,2019,0,0
122,2020,0,0
122,2021,0,0
122,2022,0,0
122,2023,0,0
122,2024,0,0
123,2015,0,2
123,2016,0,4
123,2017,0,0
123,2018,0,2
123,2019,0,1
123,2020,0,1
123,2021,0,2
123,2022,0,0
123,2023,1,0
123,2024,0,0
124,2015,0,1
124,2016,0,2
124,2017,0,2
124,2018,0,1
124,2019,0,0
124,2020,0,1
124,2021,0,0
124,2022,0,0
124,2023,0,0
124,2024,0,0
125,2015,0,0
125,2016,0,0
125,2017,0,0
125,2018,0,1
125,2019,0,0
125,2020,0,0
125,2021,0,0
125,2022,0,0
125,2023,0,0
125,2024,0,1
126,2015,0,0
126,2016,0,1
126,2017,0,0
126,2018,0,0
126,2019,0,0
126,2020,0,0
126,2021,0,2
126,2022,0,0
126,2023,0,0
126,2024,0,0
127,2015,0,3
127,2016,0,4
127,2017,0,3
127,2018,0,1
127,2019,0,2
127,2020,1,2
127,2021,0,3
127,2022,0,3
127,2023,1,1
127,2024,0,2
128,2015,0,1
128,2016,1,1
128,2017,0,1
128,2018,0,0
128,2019,0,0
128,2020,0,0
128,2021,0,0
128,2022,0,0
128,2023,0,0
128,2024,0,0
129,2015,0,1
129,2016,0,1
129,2017,0,2
129,2018,0,0
129,2019,0,4
129,2020,0,0
129,2021,0,0
129,2022,0,0
129,2023,0,0
129,2024,0,1
130,2015,0,0
130,2016,0,1
130,2017,0,1
130,2018,0,1
130,2019,0,0
130,2020,0,0
130,2021,0,0
130,2022,0,0
130,2023,0,1
130,2024,0,0
131,2015,0,0
131,2016,0,0
131,2017,0,0
131,2018,0,0
131,2019,0,0
131,2020,0,0
131,2021,0,0
131,2022,0,0
131,2023,0,1
131,2024,0,0
132,2015,0,0
132,2016,0,1
132,2017,1,1
132,2018,0,0
132,2019,0,0
132,2020,0,0
132,2021,0,0
132,2022,0,0
132,2023,0,2
132,2024,0,0
133,2015,0,1
133,2016,0,0
133,2017,0,1
133,2018,0,0
133,2019,0,0
133,2020,0,0
133,2021,0,0
133,2022,0,0
133,2023,0,0
133,2024,0,0
134,2015,0,0
134,2016,0,0
134,2017,0,0
134,2018,0,0
134,2019,0,0
134,2020,0,0
134,2021,0,0
134,2022,0,1
134,2023,0,0
134,2024,0,0
135,2015,0,0
135,2016,0,0
135,2017,0,0
135,2018,0,0
135,2019,0,0
135,2020,0,2
135,2021,0,0
135,2022,0,0
135,2023,0,0
135,2024,0,0
136,2015,0,0
136,2016,0,0
136,2017,0,0
136,2018,0,0
136,2019,0,0
136,2020,0,0
136,2021,0,0
136,2022,0,0
136,2023,0,0
136,2024,0,0
137,2015,0,6
137,2016,0,8
137,2017,1,6
137,2018,0,4
137,2019,0,1
137,2020,0,1
137,2021,0,5
137,2022,0,2
137,2023,0,2
137,2024,0,1
138,2015,0,0
138,2016,0,0
138,2017,0,0
138,2018,0,0
138,2019,0,0
138,2020,0,0
138,2021,0,0
138,2022,0,0
138,2023,0,0
138,2024,0,0
139,2015,0,3
139,2016,0,1
139,2017,0,0
139,2018,0,1
139,2019,0,0
139,2020,0,0
139,2021,0,1
139,2022,0,0
139,2023,0,0
139,2024,0,0
140,2015,0,1
140,2016,0,2
140,2017,0,0
140,2018,1,3
140,2019,1,3
140,2020,0,1
140,2021,0,0
140,2022,0,0
140,2023,0,0
140,2024,1,0
141,2015,0,0
141,2016,0,0
141,2017,0,1
141,2018,0,0
141,2019,0,0
141,2020,0,0
141,2021,0,0
141,2022,0,0
141,2023,0,0
141,2024,0,0
142,2015,0,2
142,2016,0,3
142,2017,1,8
142,2018,1,8
142,2019,1,3
142,2020,0,1
142,2021,0,3
142,2022,1,0
142,2023,0,2
142,2024,0,1
143,2015,1,15
143,2016,0,21
143,2017,0,13
143,2018,1,21
143,2019,1,7
143,2020,1,1
143,2021,0,4
143,2022,0,2
143,2023,0,1
143,2024,1,1
144,2015,0,1
144,2016,0,4
144,2017,1,0
144,2018,0,2
144,2019,0,1
144,2020,0,0
144,2021,0,1
144,2022,0,1
144,2023,1,1
144,2024,1,2
145,2015,2,1
145,2016,0,2
145,2017,0,0
145,2018,0,0
145,2019,0,0
145,2020,0,0
145,2021,0,0
145,2022,1,0
145,2023,1,0
145,2024,0,0
146,2015,0,0
146,2016,0,0
146,2017,0,0
146,2018,0,0
146,2019,0,0
146,2020,0,0
146,2021,0,0
146,2022,0,1
146,2023,0,0
146,2024,0,0
147,2015,0,0
147,2016,0,1
147,2017,0,0
147,2018,1,2
147,2019,1,0
147,2020,0,1
147,2021,0,0
147,2022,0,0
147,2023,0,0
147,2024,0,1
148,2015,0,2
148,2016,0,1
148,2017,0,2
148,2018,0,2
148,2019,0,0
148,2020,0,0
148,2021,0,0
148,2022,0,0
148,2023,0,0
148,2024,0,1
149,2015,0,0
149,2016,0,0
149,2017,0,1
149,2018,0,0
149,2019,0,0
149,2020,0,0
149,2021,0,0
149,2022,0,0
149,2023,0,0
149,2024,0,0
150,2015,0,1
150,2016,0,2
150,2017,0,0
150,2018,0,0
150,2019,0,0
150,2020,0,0
150,2021,0,0
150,2022,0,0
150,2023,0,0
150,2024,0,0
151,2015,0,0
151,2016,0,0
151,2017,0,0
151,2018,0,0
151,2019,0,0
151,2020,0,0
151,2021,0,1
151,2022,0,0
151,2023,0,0
151,2024,0,0
152,2015,0,0
152,2016,0,0
152,2017,0,1
152,2018,0,1
152,2019,1,0
152,2020,0,1
152,2021,0,1
152,2022,0,0
152,2023,0,1
152,2024,0,1
153,2015,0,0
153,2016,0,1
153,2017,0,0
153,2018,0,0
153,2019,0,0
153,2020,0,0
153,2021,0,0
153,2022,0,0
153,2023,0,0
153,2024,0,0
154,2015,0,0
154,2016,0,0
154,2017,0,1
154,2018,0,2
154,2019,0,1
154,2020,0,0
154,2021,0,1
154,2022,0,0
154,2023,0,0
154,2024,0,0
155,2015,0,0
155,2016,0,2
155,2017,1,1
155,2018,0,2
155,2019,0,1
155,2020,0,0
155,2021,0,1
155,2022,0,1
155,2023,0,1
155,2024,0,1
